person_age,person_income,person_emp_length,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,age_group,income_group,loan_amount_group,loan_to_income_ratio,int_rate_to_loan_amt_ratio,person_home_ownership_MORTGAGE,person_home_ownership_OTHER,person_home_ownership_OWN,person_home_ownership_RENT,loan_intent_DEBTCONSOLIDATION,loan_intent_EDUCATION,loan_intent_HOMEIMPROVEMENT,loan_intent_MEDICAL,loan_intent_PERSONAL,loan_intent_VENTURE
22,240000,6.0,2,25000,10.99,0,0.1,0,2,0,0,3,0.10416666666666667,0.0004396,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
26,73200,5.0,4,27050,15.62,1,0.37,1,2,1,4,3,0.36953551912568305,0.000577449168207024,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
24,83000,5.0,3,27000,13.49,1,0.33,1,2,0,1,3,0.3253012048192771,0.0004996296296296296,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
24,73399,0.0,4,27000,10.99,1,0.37,0,3,0,4,3,0.36785242305753485,0.000407037037037037,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
23,62500,7.0,2,26000,11.71,1,0.42,0,2,0,4,3,0.416,0.0004503846153846154,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
23,120000,1.0,2,25600,12.69,0,0.21,0,3,0,0,3,0.21333333333333335,0.0004957031249999999,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
24,12360,2.0,3,1600,13.57,0,0.13,0,3,0,2,2,0.12944983818770225,0.008481250000000001,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
22,60000,0.0,2,25475,10.99,1,0.42,0,3,0,4,3,0.4245833333333333,0.00043140333660451424,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
25,234000,3.0,3,20000,14.27,0,0.09,1,4,1,0,3,0.08547008547008547,0.0007134999999999999,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
24,234000,8.0,2,20000,8.88,0,0.09,0,4,0,0,3,0.08547008547008547,0.00044400000000000006,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
26,234000,10.0,2,21600,12.18,0,0.09,0,3,1,0,3,0.09230769230769231,0.0005638888888888888,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
25,221004,6.0,4,11900,14.42,1,0.05,1,3,1,0,0,0.053845179272773346,0.001211764705882353,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
26,232500,0.0,3,25000,14.17,0,0.11,1,2,1,0,3,0.10752688172043011,0.0005668,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
25,230000,5.0,3,35000,13.99,0,0.15,0,4,1,0,3,0.15217391304347827,0.00039971428571428574,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
23,83000,7.0,2,25300,10.99,1,0.3,0,3,0,1,3,0.30481927710843376,0.0004343873517786561,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
25,12600,3.0,3,1750,13.61,0,0.14,0,3,1,2,2,0.1388888888888889,0.007777142857142857,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
21,42500,3.0,3,25000,12.73,1,0.59,1,3,0,3,3,0.5882352941176471,0.0005092,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
24,41000,2.0,4,25000,10.99,1,0.61,0,3,0,3,3,0.6097560975609756,0.0004396,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
25,12816,0.0,3,3000,12.87,1,0.23,1,4,1,2,2,0.2340823970037453,0.0042899999999999995,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
24,12960,1.0,2,3650,9.91,1,0.28,0,3,0,2,2,0.2816358024691358,0.002715068493150685,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
26,226000,4.0,2,20000,11.49,0,0.09,0,4,1,0,3,0.08849557522123894,0.0005745,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
25,225000,0.0,5,30000,19.91,0,0.13,1,2,1,0,3,0.13333333333333333,0.0006636666666666667,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
26,213000,6.0,2,35000,10.65,1,0.16,0,2,1,0,3,0.1643192488262911,0.0003042857142857143,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
24,225000,0.0,2,6000,10.99,0,0.03,0,4,0,0,1,0.02666666666666667,0.0018316666666666668,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
24,12960,0.0,2,4500,11.83,1,0.35,0,4,0,2,2,0.3472222222222222,0.002628888888888889,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
23,12996,0.0,3,2400,13.49,1,0.18,1,2,0,2,2,0.18467220683287167,0.005620833333333334,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
22,42000,6.0,4,25000,14.59,1,0.6,1,2,0,3,3,0.5952380952380952,0.0005836,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
26,48000,2.0,2,25000,9.64,1,0.52,0,4,1,3,3,0.5208333333333334,0.00038560000000000005,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
25,12996,1.0,4,3600,14.59,1,0.28,0,3,1,2,2,0.2770083102493075,0.0040527777777777775,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
22,12996,1.0,2,4750,10.99,1,0.37,0,3,0,2,2,0.3654970760233918,0.002313684210526316,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
25,42360,1.0,5,25000,16.35,1,0.59,1,3,1,3,3,0.5901794145420207,0.0006540000000000001,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
21,49000,4.0,2,25000,10.99,1,0.51,0,2,0,3,3,0.5102040816326531,0.0004396,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
25,225000,0.0,6,25000,18.67,0,0.11,0,2,1,0,3,0.1111111111111111,0.0007468,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
26,225000,1.0,1,3000,9.32,0,0.01,0,4,1,0,2,0.013333333333333334,0.003106666666666667,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
23,225000,8.0,1,7500,8.63,0,0.03,0,2,0,0,1,0.03333333333333333,0.0011506666666666668,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
26,225000,2.0,2,25000,10.08,0,0.11,0,2,1,0,3,0.1111111111111111,0.0004032,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
22,49464,5.0,2,25000,11.83,1,0.51,0,3,0,3,3,0.5054180818372959,0.0004732,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
23,50000,1.0,1,25000,7.9,1,0.5,0,3,0,3,3,0.5,0.00031600000000000004,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
25,50000,4.0,1,25000,5.99,1,0.5,0,2,1,3,3,0.5,0.0002396,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
24,44000,2.0,4,25000,15.33,1,0.57,0,2,0,3,3,0.5681818181818182,0.0006132,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
23,50000,1.0,2,25000,11.83,1,0.5,0,4,0,3,3,0.5,0.0004732,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
22,50004,0.0,2,25000,10.36,1,0.5,0,2,0,4,3,0.49996000319974404,0.0004144,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
22,50004,3.0,3,25000,12.23,1,0.5,0,3,0,4,3,0.49996000319974404,0.0004892,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
22,52000,2.0,2,25000,11.11,1,0.48,0,4,0,4,3,0.4807692307692308,0.00044439999999999996,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
23,13200,3.0,1,4950,7.9,1,0.38,0,4,0,2,2,0.375,0.001595959595959596,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
24,220000,1.0,2,25000,11.58,0,0.11,0,2,0,0,3,0.11363636363636363,0.0004632,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
23,216000,5.0,1,21000,8.9,0,0.1,0,3,0,0,3,0.09722222222222222,0.00042380952380952384,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
25,216000,2.0,4,25000,16.07,0,0.12,0,3,1,0,3,0.11574074074074074,0.0006428,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
26,216000,10.0,3,20000,14.22,0,0.09,1,2,1,0,3,0.09259259259259259,0.000711,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
23,215000,7.0,3,35000,14.79,0,0.16,1,3,0,0,3,0.16279069767441862,0.00042257142857142857,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
26,215000,11.0,1,12000,7.88,0,0.06,0,2,1,0,0,0.05581395348837209,0.0006566666666666666,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
23,52000,1.0,3,25000,13.22,1,0.48,0,2,0,4,3,0.4807692307692308,0.0005288000000000001,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
26,46000,2.0,4,25000,11.86,1,0.54,0,4,1,3,3,0.5434782608695652,0.0004744,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
22,53000,5.0,3,25000,13.43,1,0.47,1,4,0,4,3,0.4716981132075472,0.0005371999999999999,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
26,47000,0.0,4,25000,15.28,1,0.53,1,2,1,3,3,0.5319148936170213,0.0006112,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
23,47000,1.0,5,25000,17.93,1,0.53,0,2,0,3,3,0.5319148936170213,0.0007172,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
23,13200,2.0,2,1400,9.25,0,0.11,0,4,0,2,2,0.10606060606060606,0.0066071428571428574,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
21,13200,0.0,3,4500,12.98,1,0.34,0,4,0,2,2,0.3409090909090909,0.0028844444444444447,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
22,210000,6.0,2,16000,10.62,0,0.08,0,4,0,0,3,0.0761904761904762,0.00066375,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
26,210000,10.0,2,22000,11.83,0,0.1,0,4,1,0,3,0.10476190476190476,0.0005377272727272727,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
26,48000,5.0,6,25000,18.43,1,0.52,0,2,1,3,3,0.5208333333333334,0.0007372,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
22,54996,6.0,2,25000,10.99,1,0.45,0,4,0,4,3,0.4545785148010764,0.0004396,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
24,55000,4.0,4,25000,10.99,1,0.45,1,4,0,4,3,0.45454545454545453,0.0004396,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
